,ARKK_Vol,ARKK_Close,BITO_Vol,BITO_Close,QQQ_Vol,QQQ_Close,VTI_Vol,VTI_Close,JPST_Vol,JPST_Close,ETH_Daily_Volume,ETH_Close_Price_(USD),Bored_Ape_Vol,Bored_Ape_Avg_Sale_Price,Mutant_Ape_Vol,Mutant_Ape_Avg_Sale_Price,Sandbox_Vol,Sandbox_Avg_Sale_Price,ARKK_$_Vol,BITO_$_Vol,QQQ_$_Vol,VTI_$_Vol,JPST_$_Vol,ETH_$_Vol,Bored_Ape_$_Vol,Mutant_Ape_$_Vol,Sandbox_$_Vol
2021-07-23,4284583.0,122.36,,,28722237.0,368.07,2762756.0,227.45,2107206.0,50.73,18074013160.18,2185.98,38.0,38529.76116294737,,,81.0,47288.74431909621,524261575.88,,10571793772.59,628388852.1999999,106898560.38,39509431287890.28,1464130.924192,,3830388.289846793
2021-07-26,5619213.0,121.56,,,25290598.0,368.47,2766367.0,227.87,1745184.0,50.735,27181993440.72,2301.98,47.0,36384.00802297872,,,59.0,2983.707059669624,683071532.28,,9318826645.060001,630372048.29,88541910.24,62572405260668.625,1710048.3770799998,,176038.71652050782
2021-07-27,10879530.0,118.68,,,53754641.0,364.44,4001152.0,226.67,2275619.0,50.73,21007416942.69,2301.12,40.0,39202.46616664999,,,176.0,2051.167246051972,1291182620.4,,19590341366.04,906941123.8399999,115442151.86999999,48340587275162.805,1568098.6466659997,,361005.4353051471
2021-07-28,5633436.0,121.37,,,38442770.0,365.84,3205829.0,227.06,1526905.0,50.73,17149361242.66,2383.24,36.0,32418.27251511111,,,89.0,2147.7533470833646,683730127.32,,14063902976.8,727915532.74,77459890.64999999,40871043687957.016,1167057.810544,,191150.04789041946
2021-07-29,3663673.0,121.55,,,20620668.0,366.5,2850680.0,228.03,1166688.0,50.745,22737084668.33,2463.61,25.0,27909.327848,,,33.0,2896.1365767938005,445319453.15,,7557474822.0,650040560.4,59203582.559999995,56015309159744.48,697733.1962,,95572.50703419541
2021-07-30,5137709.0,119.98,,,31311587.0,364.52,2707083.0,226.72,2772304.0,50.73,20415036946.3,2531.75,58.0,34384.23543649547,,,34.0,2458.923279470589,616422325.82,,11413699693.24,613749857.76,140638981.92,51685769788795.02,1994285.6553167375,,83603.39150200003
2021-08-02,5131165.0,121.16,,,24729226.0,364.52,3174685.0,226.35,2094464.0,50.725,24890545619.5,2508.21,98.0,46364.29113710895,,,47.0,2696.383606691596,621691951.4,,9014297461.52,718589949.75,106241686.4,62430715428286.09,4543700.531436677,,126730.02951450502
2021-08-03,6657958.0,120.19,,,33439408.0,366.77,3145841.0,227.94,1227158.0,50.73,29075874251.01,2725.72,197.0,48243.79311334524,,,59.0,1369.4501978224118,800219972.02,,12264571672.16,717062997.54,62253725.339999996,79252691963462.97,9504027.24332901,,80797.5616715223
2021-08-04,5143991.0,123.31,,,27414778.0,367.34,3275799.0,226.89,1286109.0,50.73,38094731879.55,2829.23,389.0,74792.79203400618,,,86.0,2173.8616202744797,634305530.21,,10070544550.519999,743246035.11,65244309.56999999,107778758275579.25,29094396.101228405,,186952.09934360525
2021-08-05,5103044.0,125.58,,,19312675.0,369.78,2386593.0,228.58,2294113.0,50.72,30477592834.69,2892.36,119.0,108263.0799830655,,,82.0,4094.9455583414633,640840265.52,,7141440961.499999,545527427.94,116357411.36,88152170411343.97,12883306.517984794,,335785.535784
2021-08-06,5901432.0,123.02,,,29063191.0,368.06,2291993.0,228.8,2013655.0,50.72,38990084144.02,3162.43,115.0,86699.69995469645,,,72.0,1980.5304860725616,725994164.64,,10696998079.460001,524407998.40000004,102132581.6,123303411799573.16,9970465.494790092,,142598.19499722443
2021-08-09,4346288.0,124.73,,,21446066.0,368.7,3007855.0,228.66,1841635.0,50.705,31261790347.14,3141.67,63.0,84056.40750185707,,,42.0,1892.211758773334,542112502.24,,7907164534.2,687776124.3,93380102.675,98214228879899.33,5295553.672616996,,79472.89386848002
2021-08-10,5282118.0,121.53,,,32409565.0,366.85,2545896.0,228.74,4329073.0,50.71,29822326140.71,3163.42,56.0,90702.03951273217,,,73.0,1718.4585823447278,641935800.54,,11889448920.25,582348251.0400001,219527291.83,94340542960044.83,5079314.212713001,,125447.47651116514
2021-08-11,5819455.0,121.3,,,28647403.0,366.23,2970620.0,229.3,1714009.0,50.71,28100108443.57,3047.29,57.0,115698.50569214042,,,52.0,1706.8691723412219,705899891.5,,10491538400.69,681163166.0,86917396.39,85629179459006.42,6594814.824452003,,88757.19696174354
2021-08-12,3211741.0,121.84,,,23566034.0,367.59,2609786.0,229.92,1620341.0,50.72,28599412353.37,3324.26,43.0,68707.78990865115,,,76.0,1828.3979496858883,391318523.44,,8662638438.06,600041997.12,82183695.52,95071882509813.77,2954434.966071999,,138958.2441761275
2021-08-13,3929840.0,120.08,,,17361100.0,368.82,2403910.0,230.11,1525443.0,50.71,21731428348.89,3266.71,38.0,83078.17993705263,,,75.0,2833.3892576121125,471895187.2,,6403120902.0,553163730.1,77355214.53,70990274301602.45,3156970.837608,,212504.19432090843
2021-08-16,7608558.0,117.07,,,33063369.0,368.97,3100669.0,230.18,1581441.0,50.72,28770794343.58,3011.96,40.0,67677.75997594999,,,53.0,1608.1363031089354,890733885.06,,12199391259.93,713711990.4200001,80210687.52,86656481731089.22,2707110.3990379996,,85231.22406477357
2021-08-17,8316697.0,115.98,,,41792226.0,365.71,3604451.0,228.47,2611898.0,50.725,23603197019.98,3013.52,28.0,88233.22327720029,,,62.0,2093.682394856652,964570518.0600001,,15283834970.46,823508919.97,132488526.05,71128706283650.12,2470530.2517616083,,129808.30848111243
2021-08-18,5872299.0,115.85,,,33486908.0,362.2,3090489.0,226.19,2899049.0,50.72,21761986323.59,3184.74,31.0,73257.99335225805,,,68.0,2176.801429900227,680305839.15,,12128958077.6,699037706.91,147039765.28,69306268324190.016,2270997.7939199996,,148022.49723321543
2021-08-19,5508392.0,113.93,,,43707421.0,363.97,3863373.0,226.08,2621332.0,50.715,23984353394.82,3286.5,33.0,78328.76185681818,,,48.0,2298.791744166666,627571100.5600001,,15908190021.37,873431367.84,132940852.38000001,78824577432075.92,2584849.141275,,110342.00371999996
2021-08-20,4432023.0,115.72,,,35791235.0,367.75,2555504.0,228.09,1866468.0,50.72,18924339928.48,3226.59,155.0,90545.42302989018,,,47.0,1777.849482193606,512873701.56,,13162226671.25,582884907.36,94667256.96,61061085969834.28,14034540.56963298,,83558.92566309948
2021-08-23,6415239.0,119.47,,,29187702.0,373.2,2821486.0,230.32,1755212.0,50.7,25267978561.69,3172.57,174.0,145150.65881224396,,,58.0,2520.9154234735706,766428603.33,,10892850386.4,649844655.52,88989248.4,80164430745460.84,25256214.63333045,,146213.0945614671
2021-08-24,5020939.0,121.06,,,19571271.0,374.39,2702435.0,231.11,1739254.0,50.715,20975026344.3,3228.86,120.0,172223.13652160837,,,74.0,2030.6656690272018,607834875.34,,7327288149.69,624559752.85,88206266.61,67725423562056.5,20666776.382593002,,150269.25950801294
2021-08-25,3028195.0,121.04,,,18232712.0,374.57,2575021.0,231.75,1913456.0,50.72,18912548263.76,3093.62,77.0,217643.8702036624,,,71.0,1798.757164408451,366532722.8,,6829426933.84,596761116.75,97050488.32,58508237559733.2,16758578.005682005,,127711.75867300002
2021-08-26,4597332.0,119.2,,,27370249.0,372.4,3281995.0,230.29,2370367.0,50.7261,20693500149.93,3275.87,61.0,289615.74131977523,,,106.0,2245.5197305186207,548001974.4,,10192680727.599998,755810628.55,120239473.47870001,67789216336151.19,17666560.220506288,,238025.0914349738
2021-08-27,3583267.0,121.89,,,24572719.0,376.08,3584112.0,232.73,3840879.0,50.73,13863194848.67,3246.78,56.0,214600.69433583922,,,81.0,2541.059863024692,436764414.63,,9241308161.52,834130385.76,194847791.67,45010743770764.79,12017638.882806996,,205825.84890500005
2021-08-30,2894042.0,122.76,,,25366938.0,380.32,3086046.0,233.53,1672494.0,50.74,33299878255.6,3435.17,79.0,262693.4350437483,1092.0,44642.404141808416,135.0,2248.405723401158,355272595.92,,9647553860.16,720684322.38,84862345.56,114390742787289.45,20752781.368456114,48749505.32285479,303534.7726591563
2021-08-31,3740687.0,122.0,,,26969165.0,379.89,2988430.0,233.17,2140203.0,50.74,38761003593.37,3829.18,50.0,234190.59915298002,566.0,36788.0074260888,52.0,2169.5150868931314,456363814.0,,10245316091.85,696812223.0999999,108593900.22,148422859739660.53,11709529.957649002,20822012.20316626,112814.78451844283
2021-09-01,4564606.0,123.75,,,25472478.0,380.59,3171916.0,233.55,3268995.0,50.72,28826881731.2,3787.7,58.0,234603.90885689648,480.0,36088.91793648606,105.0,2183.6910213440287,564869992.5,,9694570402.019999,740800981.8000001,165803426.4,109187579933266.23,13607026.713699996,17322680.60951331,229287.55724112302
2021-09-02,3126914.0,124.85,,,23497766.0,380.42,3199833.0,234.36,1397530.0,50.715,30961977211.17,3939.79,49.0,250807.53073142856,395.0,27438.371945866424,101.0,2306.529524712871,390395212.9,,8939020141.720001,749912861.88,70875733.95,121983688196795.45,12289569.00584,10838156.918617237,232959.481996
2021-09-03,3802602.0,125.02,,,21194594.0,381.59,2425908.0,234.27,2418815.0,50.71,22783132982.38,3887.01,42.0,211297.4541932143,261.0,28578.592935896144,61.0,2090.5831693114765,475401302.03999996,,8087645124.459999,568317467.16,122658108.65,88558265733840.89,8874493.076115001,7459012.756268893,127525.57332800007
2021-09-07,4069080.0,124.7,,,21728488.0,382.11,3147171.0,233.28,2657910.0,50.72,38291266617.4,3499.69,20.0,187086.94517628002,166.0,21753.765157892023,51.0,2003.0681453088564,507414276.0,,8302672549.68,734172050.88,134809195.2,134007562868248.61,3741738.9035256,3611125.016210076,102156.47541075168
