,is_bundle,event_id,seller_address,seller_username,created_date,starting_price,payment_token,usd_price,total_price_usd
1,False,138785,0x7fac1fe49dab8c0bc203cf12dd592b9f8cc49943,redsvart,2020-10-01 22:26:00.853306,0.8,ETH,4323.28,3458.624
4,False,86570,0xbf950f8a4e6b7a8769d11b86ca96f1aec4880ca5,Simmeon,2020-10-01 21:08:18.000148,1.0,ETH,4323.28,4323.28
10,False,107379,0x81e4fb0c64bf49f89b57f6648562fc9a791b2e92,Dirtyfox,2020-10-01 19:23:21.792384,8400.0,SAND,3.16,26544.0
15,False,9253,0x38daea6f17e4308b0da9647db9ca6d84a3a7e195,AlexCore,2020-10-01 15:26:27.621423,0.49,ETH,4323.28,2118.4071999999996
18,False,59446,0x8a450f10ee471c20ac94cd23ff1b4e293915db34,Anorak,2020-10-01 15:11:43.288797,0.85,ETH,4323.28,3674.7879999999996
23,False,50849,0x4ca5cc4db5f9c8551b7c0fab1cabb04274abc1cf,NotSafeAtAll,2020-10-01 07:36:11.475790,1.5,ETH,4323.28,6484.92
24,False,40689,0x4ca5cc4db5f9c8551b7c0fab1cabb04274abc1cf,NotSafeAtAll,2020-10-01 06:36:44.558662,2.0,ETH,4323.28,8646.56
25,False,50034,0x4ca5cc4db5f9c8551b7c0fab1cabb04274abc1cf,NotSafeAtAll,2020-10-01 06:35:46.101311,1.0,ETH,4323.28,4323.28
26,False,40277,0x4ca5cc4db5f9c8551b7c0fab1cabb04274abc1cf,NotSafeAtAll,2020-10-01 06:34:22.895050,1.0,ETH,4323.28,4323.28
32,False,37352,0x685a8de16b2dcbc4ae0329cd80ccd8648b37d9fc,Itbeme,2020-10-01 05:20:28.592564,0.85,ETH,4323.28,3674.7879999999996
40,False,63084,0xb10d351ccf64648d27477bedc2722aca885d65f5,CyberDragonGames,2020-10-01 00:31:52.293448,0.66,ETH,4323.28,2853.3648
41,False,103787,0xb10d351ccf64648d27477bedc2722aca885d65f5,CyberDragonGames,2020-10-01 00:31:29.238297,0.66,ETH,4323.28,2853.3648
42,False,142918,0xa27f789d18586c20f9f987db6af6970fcd35840b,Tebs2020,2020-10-01 00:18:31.254622,0.35,ETH,4323.28,1513.148
47,False,77500,0x81e4fb0c64bf49f89b57f6648562fc9a791b2e92,Dirtyfox,2020-10-02 22:10:52.774011,8000.0,SAND,3.16,25280.0
53,False,14597,0xd415d2f890bff9b238aa4fc893f6a254f06cb4d9,zzzzzeth,2020-10-02 15:21:52.480272,0.39,WETH,4312.01,1681.6839000000002
57,False,136794,0x62f12407d27b8dc6e13fe6dadc9a78dbbb40510b,wrecg,2020-10-02 10:10:18.553072,1.0,ETH,4323.28,4323.28
58,False,130200,0x62f12407d27b8dc6e13fe6dadc9a78dbbb40510b,wrecg,2020-10-02 10:09:49.919149,1.0,ETH,4323.28,4323.28
59,False,63084,0xb10d351ccf64648d27477bedc2722aca885d65f5,CyberDragonGames,2020-10-02 08:44:02.578863,0.5,ETH,4323.28,2161.64
61,False,112416,0xa635a54b4305d786db7a2cb3a1c8bc90bb15123e,Fao_Piprycto,2020-10-02 07:45:48.510479,0.5,ETH,4323.28,2161.64
64,False,63084,0xb10d351ccf64648d27477bedc2722aca885d65f5,CyberDragonGames,2020-10-02 03:35:01.802004,0.52,ETH,4323.28,2248.1056
65,False,99634,0xace8de51a67b9b5892d0d0e17df54499d9509bbe,SgtSchruteBuck,2020-10-02 02:14:39.496740,0.5,ETH,4323.28,2161.64
74,False,103787,0xb10d351ccf64648d27477bedc2722aca885d65f5,CyberDragonGames,2020-10-02 01:17:01.194097,0.55,ETH,4323.28,2377.804
76,False,37049,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:38:11.430044,0.43,ETH,4323.28,1859.0104
77,False,38271,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:37:46.610537,0.4,ETH,4323.28,1729.312
78,False,38272,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:35:52.502065,0.4,ETH,4323.28,1729.312
79,False,38270,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:35:07.249005,0.4,ETH,4323.28,1729.312
80,False,37047,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:34:40.463360,0.41,ETH,4323.28,1772.5448
81,False,37860,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:34:16.388261,0.41,ETH,4323.28,1772.5448
82,False,37863,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:33:56.678733,0.4,ETH,4323.28,1729.312
83,False,37452,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:33:28.558039,0.4,ETH,4323.28,1729.312
84,False,38269,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:32:58.159663,0.41,ETH,4323.28,1772.5448
85,False,37456,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:32:30.155770,0.4,ETH,4323.28,1729.312
86,False,37454,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:31:46.454268,0.45,ETH,4323.28,1945.4759999999999
87,False,37046,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:31:14.320155,0.41,ETH,4323.28,1772.5448
88,False,38268,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:26:44.044249,0.41,ETH,4323.28,1772.5448
89,False,37453,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:25:35.607638,0.4,ETH,4323.28,1729.312
90,False,37864,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:21:20.358435,0.41,ETH,4323.28,1772.5448
91,False,37048,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:20:34.723584,0.41,ETH,4323.28,1772.5448
92,False,37865,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:20:07.376515,0.4,ETH,4323.28,1729.312
93,False,37045,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:19:19.162389,0.41,ETH,4323.28,1772.5448
94,False,37045,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:19:00.787100,0.41,ETH,4323.28,1772.5448
95,False,39085,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:18:25.700320,0.4,ETH,4323.28,1729.312
96,False,38680,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:17:28.023098,0.45,ETH,4323.28,1945.4759999999999
97,False,39084,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:17:01.339741,0.4,ETH,4323.28,1729.312
98,False,39089,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:16:27.865003,0.45,ETH,4323.28,1945.4759999999999
99,False,38677,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:15:53.374037,0.4,ETH,4323.28,1729.312
100,False,111043,0xe91b9f966405d7914cf879500aacfb7c85b9a37f,Crimsonheart,2020-10-03 23:15:43.574526,0.39,ETH,4323.28,1686.0792
101,False,39086,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:15:33.187715,0.4,ETH,4323.28,1729.312
102,False,38676,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:15:00.670793,0.4,ETH,4323.28,1729.312
103,False,38679,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:14:36.637578,0.4,ETH,4323.28,1729.312
104,False,74627,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:14:14.906978,0.41,ETH,4323.28,1772.5448
105,False,39087,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:13:50.115810,0.4,ETH,4323.28,1729.312
106,False,123290,0xe91b9f966405d7914cf879500aacfb7c85b9a37f,Crimsonheart,2020-10-03 23:13:44.566529,0.39,ETH,4323.28,1686.0792
107,False,39088,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:13:21.152360,0.4,ETH,4323.28,1729.312
108,False,38681,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:12:47.081873,0.4,ETH,4323.28,1729.312
109,False,38678,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:12:20.396687,0.4,ETH,4323.28,1729.312
110,False,74217,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:12:00.855157,0.4,ETH,4323.28,1729.312
111,False,74626,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:11:28.696062,0.4,ETH,4323.28,1729.312
112,False,74626,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:11:03.352243,0.4,ETH,4323.28,1729.312
113,False,73809,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:10:41.030707,0.4,ETH,4323.28,1729.312
114,False,73809,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:10:14.707891,0.4,ETH,4323.28,1729.312
115,False,74218,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:09:48.581514,0.4,ETH,4323.28,1729.312
116,False,74218,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:09:11.441368,0.43,ETH,4323.28,1859.0104
117,False,74219,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:08:46.657175,0.4,ETH,4323.28,1729.312
118,False,74219,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:08:24.354671,0.4,ETH,4323.28,1729.312
119,False,74219,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:07:46.443808,0.41,ETH,4323.28,1772.5448
120,False,74625,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:06:30.635753,0.4,ETH,4323.28,1729.312
121,False,73811,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:06:07.495583,0.41,ETH,4323.28,1772.5448
122,False,73810,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:05:37.440191,0.4,ETH,4323.28,1729.312
123,False,75433,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-03 23:04:45.700470,0.4,ETH,4323.28,1729.312
124,False,130200,0x62f12407d27b8dc6e13fe6dadc9a78dbbb40510b,wrecg,2020-10-03 23:03:37.148759,0.65,ETH,4323.28,2810.132
126,False,130200,0x62f12407d27b8dc6e13fe6dadc9a78dbbb40510b,wrecg,2020-10-03 20:27:41.358668,0.75,ETH,4323.28,3242.46
128,False,100942,0x557d9c665c4dc7be280791869b68b15b41f72825,cryptonauten,2020-10-03 19:42:54.376254,5.0,ETH,4323.28,21616.399999999998
129,False,136794,0x62f12407d27b8dc6e13fe6dadc9a78dbbb40510b,wrecg,2020-10-03 16:38:02.591207,0.39,ETH,4323.28,1686.0792
138,False,130200,0x62f12407d27b8dc6e13fe6dadc9a78dbbb40510b,wrecg,2020-10-03 03:37:09.641853,0.79,ETH,4323.28,3415.3912
142,False,130200,0x62f12407d27b8dc6e13fe6dadc9a78dbbb40510b,wrecg,2020-10-04 22:02:39.826271,0.35,ETH,4323.28,1513.148
143,False,130200,0x62f12407d27b8dc6e13fe6dadc9a78dbbb40510b,wrecg,2020-10-04 20:23:51.608036,0.37,ETH,4323.28,1599.6136
144,False,130200,0x62f12407d27b8dc6e13fe6dadc9a78dbbb40510b,wrecg,2020-10-04 20:14:09.718771,0.39,ETH,4323.28,1686.0792
145,False,130200,0x62f12407d27b8dc6e13fe6dadc9a78dbbb40510b,wrecg,2020-10-04 18:30:22.554682,0.45,ETH,4323.28,1945.4759999999999
148,False,120455,0x81e4fb0c64bf49f89b57f6648562fc9a791b2e92,Dirtyfox,2020-10-04 16:43:21.885371,6900.0,SAND,3.16,21804.0
149,False,130200,0x62f12407d27b8dc6e13fe6dadc9a78dbbb40510b,wrecg,2020-10-04 16:19:01.865355,0.5,ETH,4323.28,2161.64
150,False,99231,0xbd0c5066d0172a71d68a6b299565c91ba1251afa,,2020-10-04 15:30:00.003910,3250.0,SAND,3.16,10270.0
168,False,114285,0x0bd258d220c2524ca9992e873b03c1f556e3a385,crykaz_old,2020-10-04 06:42:55.248465,10000.0,SAND,3.16,31600.0
170,False,63158,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-04 03:52:30.770806,0.398,ETH,4323.28,1720.66544
172,False,37044,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-04 03:38:33.015009,0.398,ETH,4323.28,1720.66544
173,False,37861,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-04 03:35:04.437015,0.398,ETH,4323.28,1720.66544
174,False,37862,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-04 03:33:06.643213,0.398,ETH,4323.28,1720.66544
175,False,61525,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-04 03:32:38.531507,0.398,ETH,4323.28,1720.66544
176,False,62753,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-04 03:32:05.707157,0.398,ETH,4323.28,1720.66544
177,False,37457,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-04 03:31:23.502638,0.398,ETH,4323.28,1720.66544
178,False,62345,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-04 03:30:42.213784,0.398,ETH,4323.28,1720.66544
179,False,37455,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-04 03:26:10.329054,0.398,ETH,4323.28,1720.66544
180,False,38273,0x2a0d3b42942a7a3bd38d4046e7c1eea98f5ac7a1,thkill,2020-10-04 03:25:13.008589,0.389,ETH,4323.28,1681.75592
181,False,98896,0x3b11ebe40a982de0029a612e427f48ce04502df8,Snatcher,2020-10-04 02:06:03.358741,0.4,ETH,4323.28,1729.312
186,False,89014,0x448d77988d531449e88d8dbc811ed728179f72b5,449e88d8dbc811ed7,2020-10-05 20:24:54.491547,0.46,ETH,4323.28,1988.7087999999999
195,False,78312,0x51357b0e4933fccda5b21e648678ce4d89e153e3,,2020-10-05 17:17:22.187042,4.85,ETH,4323.28,20967.907999999996
196,False,83697,0xdaf1060f23583ee0088dabc18719965b365ed66a,223332,2020-10-05 16:30:40.213350,3.0,ETH,4323.28,12969.84
198,False,29190,0xd415d2f890bff9b238aa4fc893f6a254f06cb4d9,zzzzzeth,2020-10-05 15:43:12.928759,0.35,WETH,4312.01,1509.2035
199,False,71330,0x943fe61f37bc55c0078365e2ce3fce2b444dab41,Pepper22,2020-10-05 13:47:51.273810,0.5432,WETH,4312.01,2342.283832
210,False,63084,0xb10d351ccf64648d27477bedc2722aca885d65f5,CyberDragonGames,2020-10-05 07:08:29.848731,0.449,ETH,4323.28,1941.1527199999998
211,False,31719,0x983961f34fc4cfc5eafec371cdba9d56ff8c1935,Returner,2020-10-05 06:47:43.194785,1.8,ETH,4323.28,7781.9039999999995
212,False,34178,0x983961f34fc4cfc5eafec371cdba9d56ff8c1935,Returner,2020-10-05 06:44:44.260470,0.66,ETH,4323.28,2853.3648
213,False,94416,0x800524027b6f6affe2feffd689559acac4e3d74a,hoho0443,2020-10-05 03:43:23.983784,0.45,ETH,4323.28,1945.4759999999999
217,False,83523,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 01:06:58.651020,0.46,ETH,4323.28,1988.7087999999999
218,False,83931,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 01:06:35.327225,0.46,ETH,4323.28,1988.7087999999999
219,False,83933,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 01:05:41.366915,0.46,ETH,4323.28,1988.7087999999999
220,False,114863,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 01:05:11.523906,0.46,ETH,4323.28,1988.7087999999999
221,False,114453,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 01:04:52.235350,0.46,ETH,4323.28,1988.7087999999999
222,False,82657,0xa0ab8eddf14a5174688e2eb1bdb69cdf377142c3,Mkdragon,2020-10-05 01:04:00.164420,0.35,ETH,4323.28,1513.148
223,False,114045,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 01:03:33.339130,0.46,ETH,4323.28,1988.7087999999999
224,False,115271,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 01:03:06.467725,0.46,ETH,4323.28,1988.7087999999999
225,False,113227,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 01:02:48.060676,0.46,ETH,4323.28,1988.7087999999999
226,False,112818,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 01:02:30.525606,0.46,ETH,4323.28,1988.7087999999999
227,False,112820,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 01:02:15.022356,0.46,ETH,4323.28,1988.7087999999999
228,False,63084,0xb10d351ccf64648d27477bedc2722aca885d65f5,CyberDragonGames,2020-10-05 01:01:52.070158,0.45,ETH,4323.28,1945.4759999999999
229,False,113228,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 01:01:43.997163,0.46,ETH,4323.28,1988.7087999999999
230,False,115269,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 01:01:24.419022,0.46,ETH,4323.28,1988.7087999999999
231,False,112819,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 01:01:11.262036,0.46,ETH,4323.28,1988.7087999999999
232,False,114862,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 01:00:41.947344,0.46,ETH,4323.28,1988.7087999999999
233,False,114862,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 01:00:22.972557,0.46,ETH,4323.28,1988.7087999999999
234,False,114861,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:59:58.703944,0.46,ETH,4323.28,1988.7087999999999
236,False,114455,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:58:52.591797,0.46,ETH,4323.28,1988.7087999999999
237,False,114455,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:58:33.541496,0.46,ETH,4323.28,1988.7087999999999
238,False,114454,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:57:34.819127,0.46,ETH,4323.28,1988.7087999999999
239,False,114454,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:56:59.947635,0.46,ETH,4323.28,1988.7087999999999
240,False,114047,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:56:04.423657,0.46,ETH,4323.28,1988.7087999999999
241,False,114046,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:55:29.772914,0.46,ETH,4323.28,1988.7087999999999
242,False,114046,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:55:13.735851,0.46,ETH,4323.28,1988.7087999999999
243,False,114046,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:54:43.503509,0.46,ETH,4323.28,1988.7087999999999
244,False,115270,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:54:25.201762,0.46,ETH,4323.28,1988.7087999999999
245,False,115270,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:53:34.086668,0.46,ETH,4323.28,1988.7087999999999
246,False,96465,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:52:55.551793,0.46,ETH,4323.28,1988.7087999999999
247,False,96466,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:52:17.842424,0.46,ETH,4323.28,1988.7087999999999
248,False,96466,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:52:00.016866,0.46,ETH,4323.28,1988.7087999999999
249,False,96466,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:51:18.767399,0.46,ETH,4323.28,1988.7087999999999
250,False,96468,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:50:37.899245,0.46,ETH,4323.28,1988.7087999999999
251,False,96468,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:50:20.186394,0.46,ETH,4323.28,1988.7087999999999
252,False,96467,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:48:57.157470,0.46,ETH,4323.28,1988.7087999999999
253,False,83932,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:48:19.308308,0.46,ETH,4323.28,1988.7087999999999
254,False,83525,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:46:54.541915,0.46,ETH,4323.28,1988.7087999999999
255,False,84340,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:44:34.719766,0.46,ETH,4323.28,1988.7087999999999
256,False,84340,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:44:14.718345,0.46,ETH,4323.28,1988.7087999999999
257,False,84341,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:42:46.021273,0.46,ETH,4323.28,1988.7087999999999
258,False,84339,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:41:53.484125,0.46,ETH,4323.28,1988.7087999999999
259,False,83524,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-05 00:39:55.464136,0.46,ETH,4323.28,1988.7087999999999
260,False,63084,0xb10d351ccf64648d27477bedc2722aca885d65f5,CyberDragonGames,2020-10-05 00:38:14.381578,0.49,ETH,4323.28,2118.4071999999996
268,False,96466,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-06 16:46:59.186384,0.4,ETH,4323.28,1729.312
269,False,96468,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-06 16:46:29.848723,0.4,ETH,4323.28,1729.312
270,False,96465,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-06 16:46:07.339489,0.4,ETH,4323.28,1729.312
271,False,83932,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-06 16:45:50.751064,0.4,ETH,4323.28,1729.312
272,False,83524,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-06 16:45:34.734492,0.4,ETH,4323.28,1729.312
273,False,96467,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-06 16:45:02.499126,0.4,ETH,4323.28,1729.312
274,False,115270,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-06 16:44:33.406841,0.4,ETH,4323.28,1729.312
275,False,115269,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-06 16:44:06.598979,0.4,ETH,4323.28,1729.312
276,False,115271,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-06 16:43:41.561205,0.4,ETH,4323.28,1729.312
277,False,84341,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-06 16:43:15.171090,0.4,ETH,4323.28,1729.312
278,False,83525,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-06 16:42:58.040623,0.4,ETH,4323.28,1729.312
279,False,84339,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-06 16:42:26.210949,0.4,ETH,4323.28,1729.312
280,False,83933,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-06 16:42:05.698248,0.4,ETH,4323.28,1729.312
281,False,84340,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-06 16:41:50.116218,0.4,ETH,4323.28,1729.312
282,False,83523,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-06 16:40:26.717940,0.4,ETH,4323.28,1729.312
283,False,83931,0x98130f15a7d858efd5eea910973b55a869e7f43c,filmgrip,2020-10-06 16:40:03.605403,0.4,ETH,4323.28,1729.312
284,False,83565,0x5bc3d5a39a50be2348b9c529f81ae79f00945897,,2020-10-06 16:24:24.044015,0.45,ETH,4323.28,1945.4759999999999
293,False,119634,0xd9a193131025f02800c6313781ffbce8e619c401,xtestx,2020-10-06 09:24:33.267694,1.8,ETH,4323.28,7781.9039999999995
304,False,18722,0xa5e2bb97de3c62ca06f1a2293eb7e01c114e9a49,Mobster,2020-10-07 19:52:49.028722,0.46,ETH,4323.28,1988.7087999999999
305,False,89539,0x319cefeb796f6ea9c99c04f22617b8168f1f7fd6,Error,2020-10-07 16:14:18.789388,1.0,WETH,4312.01,4312.01
306,False,103787,0xb10d351ccf64648d27477bedc2722aca885d65f5,CyberDragonGames,2020-10-07 14:55:14.539592,0.5,ETH,4323.28,2161.64
309,False,82481,0x0f1f132c67422ebeacce6db17b28e01ff81f062a,Hemon,2020-10-07 13:47:47.973632,0.45,ETH,4323.28,1945.4759999999999
310,False,85319,0x0f1f132c67422ebeacce6db17b28e01ff81f062a,Hemon,2020-10-07 13:47:18.136523,0.45,ETH,4323.28,1945.4759999999999
311,False,82863,0x0f1f132c67422ebeacce6db17b28e01ff81f062a,Hemon,2020-10-07 13:46:35.380356,0.45,ETH,4323.28,1945.4759999999999
312,False,71308,0xa0063128c0169361dfd9b30296e206465a64681c,macan,2020-10-07 13:41:32.285725,0.45,ETH,4323.28,1945.4759999999999
313,False,71309,0xa0063128c0169361dfd9b30296e206465a64681c,macan,2020-10-07 13:40:32.394149,0.45,ETH,4323.28,1945.4759999999999
314,False,42758,0x5e79a38034862733788eefdc3ffedb094444c482,azkaban,2020-10-07 13:39:34.252594,0.45,ETH,4323.28,1945.4759999999999
315,False,109409,0xb745a2bac46d68bdecd023c867773627d48fe1a1,DxtYan,2020-10-07 13:30:27.402766,0.43,ETH,4323.28,1859.0104
316,False,87776,0x0f1f132c67422ebeacce6db17b28e01ff81f062a,Hemon,2020-10-07 09:22:43.268145,0.45,ETH,4323.28,1945.4759999999999
317,False,81257,0x0f1f132c67422ebeacce6db17b28e01ff81f062a,Hemon,2020-10-07 09:19:31.364032,0.45,ETH,4323.28,1945.4759999999999
326,False,73802,0xaca10c1dd6c11f001a9b76a88353b3e010c26bfe,,2020-10-07 06:47:32.244575,0.5,ETH,4323.28,2161.64
