,Gas_Price_(Wei),ETH_Close_Price_(USD),Gas_Price_(USD)
2018-03-17,12252599210,537.38,7e-06
2018-03-18,12747853336,555.55,7e-06
2018-03-19,13093728143,557.57,7e-06
2018-03-20,13429840214,559.91,8e-06
2018-03-21,14142299137,539.89,8e-06
2018-03-22,14406721931,543.83,8e-06
2018-03-23,15620447607,520.16,8e-06
2018-03-24,13781856544,523.01,7e-06
2018-03-25,13537750854,486.25,7e-06
2018-03-26,18175711428,448.78,8e-06
2018-03-27,14361185569,445.93,6e-06
2018-03-28,14632876426,383.9,6e-06
2018-03-29,15636728747,393.82,6e-06
2018-03-30,12774734071,394.07,5e-06
2018-03-31,11477477292,378.85,4e-06
2018-04-01,11102468465,384.68,4e-06
2018-04-02,12126196454,415.93,5e-06
2018-04-03,12293014582,378.65,5e-06
2018-04-04,10971643800,381.36,4e-06
2018-04-05,15470303694,370.35,6e-06
2018-04-06,13576704140,384.98,5e-06
2018-04-07,10753965447,400.72,4e-06
2018-04-08,10486377770,399.02,4e-06
2018-04-09,11897226799,415.65,5e-06
2018-04-10,12186519151,430.42,5e-06
2018-04-11,12413186820,493.95,6e-06
2018-04-12,13472050250,494.96,7e-06
2018-04-13,15622290969,502.79,8e-06
2018-04-14,12185010900,534.15,7e-06
2018-04-15,11501339825,511.67,6e-06
2018-04-16,11892614029,503.03,6e-06
2018-04-17,12173043612,525.78,6e-06
2018-04-18,14288533754,567.25,8e-06
2018-04-19,12808754360,617.16,8e-06
2018-04-20,12534360242,605.17,8e-06
2018-04-21,11341532081,621.33,7e-06
2018-04-22,11663977885,644.13,8e-06
2018-04-23,12244561688,703.35,9e-06
2018-04-24,14321823448,617.73,9e-06
2018-04-25,13557508252,661.45,9e-06
2018-04-26,14271989942,643.33,9e-06
2018-04-27,14685431596,683.02,1e-05
2018-04-28,17582460945,689.31,1.2e-05
2018-04-29,15442471407,670.04,1e-05
2018-04-30,16262401104,670.81,1.1e-05
2018-05-01,14281953004,686.74,1e-05
2018-05-02,14722424091,777.62,1.1e-05
2018-05-03,16368874314,784.21,1.3e-05
2018-05-04,14696638866,816.58,1.2e-05
2018-05-05,13440494470,790.39,1.1e-05
2018-05-06,13668120194,752.4,1e-05
2018-05-07,13631658303,747.79,1e-05
2018-05-08,16204375940,751.27,1.2e-05
2018-05-09,15052534314,723.61,1.1e-05
2018-05-10,18434177249,677.8,1.2e-05
2018-05-11,18760220475,683.64,1.3e-05
2018-05-12,13466355305,729.34,1e-05
2018-05-13,14402165925,727.41,1e-05
2018-05-14,18385997794,705.64,1.3e-05
2018-05-15,18370030387,706.72,1.3e-05
2018-05-16,18298682673,668.38,1.2e-05
2018-05-17,18994356610,693.57,1.3e-05
2018-05-18,18721721358,696.05,1.3e-05
2018-05-19,17766897892,715.15,1.3e-05
2018-05-20,16896601978,699.84,1.2e-05
2018-05-21,17929703654,640.84,1.1e-05
2018-05-22,19404072640,577.01,1.1e-05
2018-05-23,19763806846,602.59,1.2e-05
2018-05-24,18505927074,584.77,1.1e-05
2018-05-25,18300433853,585.76,1.1e-05
2018-05-26,15815615114,569.64,9e-06
2018-05-27,14776104835,512.03,8e-06
2018-05-28,21322427757,566.59,1.2e-05
2018-05-29,21228260655,557.12,1.2e-05
2018-05-30,21433398617,577.23,1.2e-05
2018-05-31,26020776841,579.01,1.5e-05
2018-06-01,22281817392,590.53,1.3e-05
2018-06-02,16102612105,619.04,1e-05
2018-06-03,15436188157,591.31,9e-06
2018-06-04,19065322604,608.23,1.2e-05
2018-06-05,17186633256,606.3,1e-05
2018-06-06,19741822241,604.44,1.2e-05
2018-06-07,16981460044,600.67,1e-05
2018-06-08,15945608934,594.86,9e-06
2018-06-09,12618229591,524.74,7e-06
2018-06-10,12552615017,531.15,7e-06
2018-06-11,13950267534,494.53,7e-06
2018-06-12,14048931400,476.3,7e-06
2018-06-13,14416451849,519.83,7e-06
2018-06-14,15916958110,487.51,8e-06
2018-06-15,16804997297,497.22,8e-06
2018-06-16,24848435239,496.93,1.2e-05
2018-06-17,11225914551,517.63,6e-06
2018-06-18,11823977189,538.45,6e-06
2018-06-19,14427312991,536.16,8e-06
2018-06-20,13472257819,525.76,7e-06
2018-06-21,13047918845,462.16,6e-06
2018-06-22,38878511772,474.18,1.8e-05
2018-06-23,14029394940,455.25,6e-06
2018-06-24,16163435399,458.82,7e-06
2018-06-25,15637044897,429.58,7e-06
2018-06-26,12011100131,441.75,5e-06
2018-06-27,12446563365,420.72,5e-06
2018-06-28,11696277117,435.25,5e-06
2018-06-29,12115784768,453.42,5e-06
2018-06-30,34210516007,451.09,1.5e-05
2018-07-01,59842298209,476.58,2.9e-05
2018-07-02,86348485003,461.95,4e-05
2018-07-03,82063750329,467.19,3.8e-05
2018-07-04,59083789609,467.55,2.8e-05
2018-07-05,48722316331,469.93,2.3e-05
2018-07-06,70207114167,485.81,3.4e-05
2018-07-07,60236707195,486.19,2.9e-05
2018-07-08,35585852337,471.48,1.7e-05
2018-07-09,25829787141,432.69,1.1e-05
2018-07-10,21324119980,445.59,1e-05
2018-07-11,19054597794,431.12,8e-06
2018-07-12,29189063475,432.97,1.3e-05
2018-07-13,29846792155,434.42,1.3e-05
2018-07-14,57677945355,450.34,2.6e-05
2018-07-15,48216188725,480.2,2.3e-05
2018-07-16,18562899613,499.83,9e-06
2018-07-17,17548648323,479.85,8e-06
2018-07-18,15413432909,468.91,7e-06
2018-07-19,13033482562,449.13,6e-06
2018-07-20,15878840129,461.13,7e-06
2018-07-21,15826395751,457.98,7e-06
2018-07-22,11032570831,449.73,5e-06
2018-07-23,15546838989,478.39,7e-06
2018-07-24,15414715967,471.99,7e-06
2018-07-25,13351179160,462.98,6e-06
2018-07-26,12324821471,469.94,6e-06
2018-07-27,10745209264,468.75,5e-06
2018-07-28,11542424148,466.3,5e-06
2018-07-29,9257167474,456.22,4e-06
2018-07-30,10934695303,431.71,5e-06
2018-07-31,11023798202,419.87,5e-06
2018-08-01,36681296496,411.36,1.5e-05
2018-08-02,10200915813,417.76,4e-06
2018-08-03,10514159674,407.32,4e-06
2018-08-04,9924637420,409.37,4e-06
2018-08-05,8072326506,405.7,3e-06
2018-08-06,12535927147,378.32,5e-06
2018-08-07,25250639628,355.57,9e-06
2018-08-08,57398987243,364.33,2.1e-05
2018-08-09,53118840657,332.28,1.8e-05
2018-08-10,34476266415,318.62,1.1e-05
2018-08-11,14836056985,318.55,5e-06
2018-08-12,10976239504,284.03,3e-06
2018-08-13,14813774854,278.31,4e-06
2018-08-14,16051359286,281.24,5e-06
2018-08-15,15051933577,286.8,4e-06
2018-08-16,12638796914,317.57,4e-06
2018-08-17,39211744629,294.85,1.2e-05
2018-08-18,16113373784,300.53,5e-06
2018-08-19,14361319521,271.61,4e-06
2018-08-20,12426913415,281.78,4e-06
2018-08-21,13046942385,270.37,4e-06
2018-08-22,17019976734,276.66,5e-06
2018-08-23,14051914381,282.04,4e-06
2018-08-24,21501969162,278.22,6e-06
2018-08-25,11428670781,274.81,3e-06
2018-08-26,16106529314,287.9,5e-06
2018-08-27,12387120423,296.21,4e-06
2018-08-28,12808584631,289.2,4e-06
2018-08-29,17290135695,284.57,5e-06
2018-08-30,13559213793,282.06,4e-06
2018-08-31,14419214330,295.77,4e-06
2018-09-01,11043181909,295.12,3e-06
2018-09-02,10276825820,289.42,3e-06
2018-09-03,12111122355,285.73,3e-06
2018-09-04,13885223845,228.27,3e-06
2018-09-05,12606166478,229.52,3e-06
2018-09-06,14951867224,215.69,3e-06
2018-09-07,14734121984,197.23,3e-06
2018-09-08,12166983189,195.99,2e-06
2018-09-09,12538460676,197.2,2e-06
2018-09-10,13452874427,185.15,2e-06
2018-09-11,15682663024,183.03,3e-06
2018-09-12,16182751014,211.27,3e-06
2018-09-13,16645393282,208.87,3e-06
2018-09-14,14645624925,221.63,3e-06
2018-09-15,13261799419,220.12,3e-06
2018-09-16,13161379589,196.04,3e-06
2018-09-17,15406825205,208.39,3e-06
2018-09-18,25201881762,209.78,5e-06
2018-09-19,19871422869,224.76,4e-06
2018-09-20,15892963469,247.69,4e-06
2018-09-21,18242050701,240.79,4e-06
2018-09-22,14429730599,244.51,4e-06
2018-09-23,13141149214,228.05,3e-06
2018-09-24,16838604807,219.2,4e-06
2018-09-25,16972035503,214.21,4e-06
2018-09-26,16344658408,229.09,4e-06
2018-09-27,16744302672,221.56,4e-06
2018-09-28,18138439166,231.32,4e-06
2018-09-29,21874799566,232.82,5e-06
2018-09-30,16556363668,230.96,4e-06
2018-10-01,18941010255,225.59,4e-06
2018-10-02,19034870185,220.02,4e-06
2018-10-03,13248714205,222.2,3e-06
2018-10-04,13254100643,228.17,3e-06
2018-10-05,13568425987,225.05,3e-06
2018-10-06,9435830094,226.02,2e-06
2018-10-07,11769350664,229.23,3e-06
2018-10-08,14576687784,227.67,3e-06
2018-10-09,12984496071,225.2,3e-06
2018-10-10,15893091379,189.83,3e-06
2018-10-11,15385072382,195.71,3e-06
2018-10-12,29285035983,199.3,6e-06
2018-10-13,11594824099,194.92,2e-06
2018-10-14,11723908779,210.8,2e-06
2018-10-15,15629941859,209.67,3e-06
2018-10-16,12735518129,207.75,3e-06
2018-10-17,13443082264,202.25,3e-06
2018-10-18,13150134317,203.01,3e-06
2018-10-19,13701804233,204.97,3e-06
2018-10-20,13289407017,205.0,3e-06
2018-10-21,12030570166,203.64,2e-06
2018-10-22,13162272626,203.29,3e-06
2018-10-23,14521834338,202.58,3e-06
2018-10-24,15173388388,201.7,3e-06
2018-10-25,16014791521,202.43,3e-06
2018-10-26,16417658883,203.29,3e-06
2018-10-27,14137366445,204.54,3e-06
2018-10-28,12960915217,195.92,3e-06
2018-10-29,14943596679,196.65,3e-06
2018-10-30,14925838057,198.02,3e-06
2018-10-31,14904469017,198.97,3e-06
2018-11-01,14202259616,201.11,3e-06
2018-11-02,15183112207,199.9,3e-06
2018-11-03,16145620959,211.54,3e-06
2018-11-04,13064568368,209.55,3e-06
2018-11-05,16749446191,219.34,4e-06
2018-11-06,17333551729,217.44,4e-06
2018-11-07,16337162082,211.69,3e-06
2018-11-08,18892302279,209.52,4e-06
2018-11-09,15752819992,212.04,3e-06
2018-11-10,12031282399,211.66,3e-06
2018-11-11,10621852227,210.31,2e-06
2018-11-12,14368146227,205.9,3e-06
2018-11-13,15059123069,182.72,3e-06
2018-11-14,17416039750,181.53,3e-06
2018-11-15,18474728790,174.96,3e-06
2018-11-16,16120812190,174.47,3e-06
2018-11-17,13275250100,177.39,2e-06
2018-11-18,14895978165,148.22,2e-06
2018-11-19,17028262287,130.74,2e-06
2018-11-20,17960754304,136.5,2e-06
2018-11-21,15269813534,125.08,2e-06
2018-11-22,15007551180,123.37,2e-06
2018-11-23,15807815573,112.66,2e-06
2018-11-24,15420458863,116.75,2e-06
2018-11-25,16305637620,108.87,2e-06
2018-11-26,16319129861,109.87,2e-06
2018-11-27,14675345264,122.88,2e-06
2018-11-28,16292970940,117.76,2e-06
2018-11-29,20346219794,112.91,2e-06
2018-11-30,22652461526,118.24,3e-06
2018-12-01,17360683398,116.24,2e-06
2018-12-02,15744999974,108.32,2e-06
2018-12-03,17352151387,109.77,2e-06
2018-12-04,17192821913,101.85,2e-06
2018-12-05,17707618986,90.43,2e-06
2018-12-06,16361316325,93.61,2e-06
2018-12-07,16593133453,91.68,2e-06
2018-12-08,12334654966,94.49,1e-06
2018-12-09,11985499611,90.77,1e-06
2018-12-10,13943396527,88.32,1e-06
2018-12-11,14800362183,90.38,1e-06
2018-12-12,14460515241,86.4,1e-06
2018-12-13,17612949432,84.12,1e-06
2018-12-14,29183615469,84.3,2e-06
2018-12-15,12752651260,85.39,1e-06
2018-12-16,11777989321,95.06,1e-06
2018-12-17,13823213704,101.93,1e-06
2018-12-18,31672019232,100.63,3e-06
2018-12-19,15897547045,116.43,2e-06
2018-12-20,15781758963,109.4,2e-06
2018-12-21,15818617345,117.72,2e-06
2018-12-22,14021469358,131.45,2e-06
2018-12-23,14622664850,140.87,2e-06
2018-12-24,16608758417,130.99,2e-06
2018-12-25,14765402060,131.71,2e-06
2018-12-26,24477635489,116.72,3e-06
2018-12-27,13530493595,139.73,2e-06
2018-12-28,14151079675,137.04,2e-06
2018-12-29,12984151825,141.04,2e-06
2018-12-30,15843483124,133.14,2e-06
2018-12-31,13844116120,141.9,2e-06
2019-01-01,14330651283,156.1,2e-06
2019-01-02,13518333631,149.1,2e-06
2019-01-03,12695511480,156.04,2e-06
2019-01-04,14197164275,156.22,2e-06
2019-01-05,24120227063,158.29,4e-06
2019-01-06,13443565864,152.25,2e-06
2019-01-07,15727137336,150.68,2e-06
2019-01-08,13679045245,151.21,2e-06
2019-01-09,13525936033,127.96,2e-06
2019-01-10,15364969669,126.99,2e-06
2019-01-11,13631672273,126.05,2e-06
2019-01-12,12182668844,116.66,1e-06
2019-01-13,12299362181,129.71,2e-06
2019-01-14,19179700938,121.38,2e-06
2019-01-15,18403886289,123.31,2e-06
2019-01-16,20629866067,124.05,3e-06
2019-01-17,13639170146,120.79,2e-06
2019-01-18,14390713391,124.8,2e-06
2019-01-19,12427478085,118.48,1e-06
2019-01-20,12387866392,117.12,1e-06
2019-01-21,13567626739,118.83,2e-06
2019-01-22,18561474026,117.09,2e-06
2019-01-23,13308904468,117.28,2e-06
2019-01-24,14394162195,115.73,2e-06
2019-01-25,13857565780,116.38,2e-06
2019-01-26,12616710414,112.59,1e-06
2019-01-27,11788620538,106.02,1e-06
2019-01-28,15213901906,104.74,2e-06
2019-01-29,12439032644,108.52,1e-06
2019-01-30,13051979777,106.46,1e-06
2019-01-31,14209971121,106.72,2e-06
2019-02-01,13234562600,110.56,1e-06
2019-02-02,12000569516,107.04,1e-06
2019-02-03,11637460620,106.61,1e-06
2019-02-04,12082194503,106.57,1e-06
2019-02-05,12593215644,104.26,1e-06
2019-02-06,12593166346,103.69,1e-06
2019-02-07,14057368181,119.24,2e-06
2019-02-08,13310836398,118.84,2e-06
2019-02-09,12390959208,125.22,2e-06
2019-02-10,12847065310,120.26,2e-06
2019-02-11,13977805236,121.87,2e-06
2019-02-12,13012487105,121.73,2e-06
2019-02-13,13713241302,120.44,2e-06
2019-02-14,19148327564,120.71,2e-06
2019-02-15,14753437258,122.62,2e-06
2019-02-16,13510079150,133.99,2e-06
2019-02-17,13757940835,146.29,2e-06
2019-02-18,17094399315,144.06,2e-06
2019-02-19,373905995022,148.87,5.6e-05
2019-02-20,16098676684,145.55,2e-06
2019-02-21,15306757881,148.19,2e-06
2019-02-22,14913439608,158.99,2e-06
2019-02-23,14039107293,133.21,2e-06
2019-02-24,16251853700,138.52,2e-06
2019-02-25,17020990610,136.68,2e-06
2019-02-26,17415861033,135.45,2e-06
2019-02-27,16334617513,135.69,2e-06
2019-02-28,18834674068,135.56,3e-06
2019-03-01,12974077284,133.23,2e-06
2019-03-02,12153807142,130.72,2e-06
2019-03-03,12061882513,126.19,2e-06
2019-03-04,12666122902,137.26,2e-06
2019-03-05,13496902482,137.83,2e-06
2019-03-06,14045984060,137.09,2e-06
2019-03-07,13740882181,133.72,2e-06
2019-03-08,13479470622,137.46,2e-06
2019-03-09,11957111022,135.89,2e-06
2019-03-10,12106103256,132.75,2e-06
2019-03-11,12484460496,133.69,2e-06
2019-03-12,12238102548,132.14,2e-06
2019-03-13,11704565023,132.28,2e-06
2019-03-14,11052545157,136.66,2e-06
2019-03-15,11016047852,141.71,2e-06
2019-03-16,10383394399,139.21,1e-06
2019-03-17,14577386112,137.66,2e-06
2019-03-18,195879275790,138.83,2.7e-05
2019-03-19,13115885101,139.51,2e-06
2019-03-20,12179174942,135.34,2e-06
2019-03-21,13904796043,136.47,2e-06
2019-03-22,12584442788,137.25,2e-06
2019-03-23,10993968628,136.2,1e-06
2019-03-24,11003609358,133.55,1e-06
2019-03-25,12549223821,134.0,2e-06
2019-03-26,13059718677,139.71,2e-06
2019-03-27,13596847307,138.17,2e-06
2019-03-28,12197114669,143.49,2e-06
2019-03-29,12576130900,142.57,2e-06
2019-03-30,10413550419,141.81,1e-06
2019-03-31,10558447429,141.52,1e-06
2019-04-01,12552870066,165.02,2e-06
2019-04-02,13857811373,161.19,2e-06
2019-04-03,16783552076,157.77,3e-06
2019-04-04,13718910474,166.31,2e-06
2019-04-05,11844298751,165.98,2e-06
2019-04-06,10759382633,175.23,2e-06
2019-04-07,11332764771,180.74,2e-06
2019-04-08,12537949552,176.27,2e-06
2019-04-09,12040035380,177.43,2e-06
2019-04-10,15258127612,165.14,3e-06
2019-04-11,12499489602,164.34,2e-06
2019-04-12,11673635693,164.11,2e-06
2019-04-13,10652876605,168.19,2e-06
2019-04-14,10388886423,160.29,2e-06
2019-04-15,10617255578,166.65,2e-06
2019-04-16,10784749556,166.83,2e-06
2019-04-17,11272692912,174.19,2e-06
2019-04-18,11933245058,173.91,2e-06
2019-04-19,11036616753,173.95,2e-06
2019-04-20,8988625935,170.1,2e-06
2019-04-21,9504825894,171.77,2e-06
2019-04-22,10745867154,170.6,2e-06
2019-04-23,11225045012,166.04,2e-06
2019-04-24,12141527708,152.97,2e-06
2019-04-25,10528010066,155.61,2e-06
2019-04-26,12095560071,157.09,2e-06
2019-04-27,9632992552,156.75,2e-06
2019-04-28,9399212617,155.1,1e-06
2019-04-29,10356343230,162.66,2e-06
2019-04-30,10119622328,160.45,2e-06
2019-05-01,9786414125,162.05,2e-06
2019-05-02,40480290586,167.42,7e-06
2019-05-03,10997063020,163.87,2e-06
2019-05-04,10092628539,163.45,2e-06
2019-05-05,9698121519,173.08,2e-06
2019-05-06,10589774139,168.36,2e-06
2019-05-07,12582212961,171.26,2e-06
2019-05-08,10988087035,170.41,2e-06
2019-05-09,10636414510,172.44,2e-06
2019-05-10,11387738585,192.73,2e-06
2019-05-11,10905004770,188.19,2e-06
2019-05-12,10835160355,196.02,2e-06
2019-05-13,13689484729,217.3,3e-06
2019-05-14,13338733306,248.62,3e-06
2019-05-15,16275386400,264.57,4e-06
2019-05-16,21005575115,244.75,5e-06
2019-05-17,18212850135,234.04,4e-06
2019-05-18,14709151796,260.71,4e-06
2019-05-19,14046405891,252.43,4e-06
2019-05-20,15523993957,254.73,4e-06
2019-05-21,12949937514,243.6,3e-06
2019-05-22,16439389013,245.51,4e-06
2019-05-23,14469157604,249.65,4e-06
2019-05-24,15059891209,251.61,4e-06
2019-05-25,12137206615,267.98,3e-06
2019-05-26,10795166754,271.9,3e-06
2019-05-27,14709981473,271.16,4e-06
2019-05-28,15120065441,269.38,4e-06
2019-05-29,16609583268,254.66,4e-06
2019-05-30,17362707848,267.81,5e-06
2019-05-31,15875042148,264.63,4e-06
2019-06-01,13503119540,269.3,4e-06
2019-06-02,10838097166,249.85,3e-06
2019-06-03,13640935323,241.0,3e-06
2019-06-04,14336552294,246.2,4e-06
2019-06-05,14726678555,249.45,4e-06
2019-06-06,12778204456,249.68,3e-06
2019-06-07,13551596264,244.52,3e-06
2019-06-08,17865004622,231.44,4e-06
2019-06-09,11772205947,247.93,3e-06
2019-06-10,18767554680,245.28,5e-06
2019-06-11,15302451335,262.96,4e-06
2019-06-12,10704744804,255.22,3e-06
2019-06-13,12498549026,263.77,3e-06
2019-06-14,14507586823,269.06,4e-06
2019-06-15,16655327552,268.48,4e-06
2019-06-16,11744583227,274.01,3e-06
2019-06-17,18033291141,264.55,5e-06
2019-06-18,14140107747,268.95,4e-06
2019-06-19,15149051110,271.9,4e-06
2019-06-20,19171082160,295.94,6e-06
2019-06-21,13132476474,309.57,4e-06
2019-06-22,13079405563,307.22,4e-06
2019-06-23,12904678821,311.1,4e-06
2019-06-24,14343913979,316.17,5e-06
2019-06-25,18442820009,334.45,6e-06
2019-06-26,18226501386,293.91,5e-06
2019-06-27,20536617245,309.62,6e-06
2019-06-28,17836887762,317.78,6e-06
2019-06-29,14969393891,290.55,4e-06
2019-06-30,16147637271,294.14,5e-06
2019-07-01,19512205713,291.6,6e-06
2019-07-02,15735865298,302.18,5e-06
2019-07-03,13480141945,282.93,4e-06
2019-07-04,12364123019,288.02,4e-06
2019-07-05,14987264501,287.97,4e-06
2019-07-06,14142027457,306.48,4e-06
2019-07-07,11147195619,313.18,3e-06
2019-07-08,15397601493,308.14,5e-06
2019-07-09,13383300658,288.81,4e-06
2019-07-10,12326418288,268.49,3e-06
2019-07-11,17687551350,275.47,5e-06
2019-07-12,13888489542,268.99,4e-06
2019-07-13,11680585984,226.64,3e-06
2019-07-14,14577611095,228.18,3e-06
2019-07-15,14426857237,198.65,3e-06
2019-07-16,22122486062,211.38,5e-06
2019-07-17,19083353124,225.85,4e-06
2019-07-18,13195635523,221.3,3e-06
2019-07-19,17348942255,228.75,4e-06
2019-07-20,11840097601,225.39,3e-06
2019-07-21,12479706324,217.15,3e-06
2019-07-22,12142840638,211.86,3e-06
2019-07-23,13450918814,216.55,3e-06
2019-07-24,18814448444,219.09,4e-06
2019-07-25,17932204080,219.3,4e-06
2019-07-26,12838413297,207.2,3e-06
2019-07-27,11947823376,211.13,3e-06
2019-07-28,10847884346,210.86,2e-06
2019-07-29,12397806559,210.14,3e-06
2019-07-30,12981815912,218.63,3e-06
2019-07-31,13135247596,217.56,3e-06
2019-08-01,18322408906,217.74,4e-06
2019-08-02,14823555455,222.14,3e-06
2019-08-03,17617275530,222.76,4e-06
2019-08-04,10409458393,233.33,2e-06
2019-08-05,12210509054,226.02,3e-06
2019-08-06,12165349434,226.07,3e-06
2019-08-07,11738350907,221.08,3e-06
2019-08-08,12955325988,210.37,3e-06
2019-08-09,13282666611,206.0,3e-06
2019-08-10,12206554100,216.2,3e-06
2019-08-11,11603713466,211.35,2e-06
2019-08-12,12880972727,208.74,3e-06
2019-08-13,18843208007,186.49,4e-06
2019-08-14,12123884054,188.13,2e-06
2019-08-15,14148150754,185.35,3e-06
2019-08-16,12115168092,185.61,2e-06
2019-08-17,10569108357,194.75,2e-06
2019-08-18,11034378823,202.39,2e-06
2019-08-19,13799990972,196.78,3e-06
2019-08-20,13732033156,187.23,3e-06
2019-08-21,16137663683,190.46,3e-06
2019-08-22,14728994674,194.47,3e-06
2019-08-23,13885136910,191.02,3e-06
2019-08-24,12922493779,186.61,2e-06
2019-08-25,13825531935,188.43,3e-06
2019-08-26,17091718069,187.13,3e-06
2019-08-27,14643027992,172.97,3e-06
2019-08-28,14687429096,168.97,2e-06
2019-08-29,14972039939,168.54,3e-06
2019-08-30,14683175769,172.18,3e-06
2019-08-31,14081874858,171.34,2e-06
2019-09-01,14737729279,178.77,3e-06
2019-09-02,15926990579,179.03,3e-06
2019-09-03,14923674985,174.97,3e-06
2019-09-04,14800053906,173.65,3e-06
2019-09-05,18537447007,169.08,3e-06
2019-09-06,18511322392,178.15,3e-06
2019-09-07,17638675225,181.74,3e-06
2019-09-08,18529952052,180.72,3e-06
2019-09-09,20493754439,179.95,4e-06
2019-09-10,21909433505,178.29,4e-06
2019-09-11,21354287415,181.05,4e-06
2019-09-12,22875111264,181.52,4e-06
2019-09-13,22002957173,188.65,4e-06
2019-09-14,22838238246,189.24,4e-06
2019-09-15,22247768825,197.63,4e-06
2019-09-16,22828478879,207.85,5e-06
2019-09-17,26408295258,210.38,6e-06
2019-09-18,28400755958,221.04,6e-06
2019-09-19,29790611153,218.18,6e-06
2019-09-20,28547468411,215.25,6e-06
2019-09-21,23160146334,211.28,5e-06
2019-09-22,20620710292,200.97,4e-06
2019-09-23,25273983935,166.66,4e-06
2019-09-24,29005803910,170.38,5e-06
2019-09-25,34523331716,166.1,6e-06
2019-09-26,24844463848,174.28,4e-06
2019-09-27,25309113745,173.93,4e-06
2019-09-28,22571983572,169.69,4e-06
2019-09-29,23509644437,181.34,4e-06
2019-09-30,21698036057,176.44,4e-06
2019-10-01,14792630237,181.09,3e-06
2019-10-02,14784178819,175.15,3e-06
2019-10-03,16416641528,176.1,3e-06
2019-10-04,16620612726,177.1,3e-06
2019-10-05,15308020009,170.35,3e-06
2019-10-06,13863525470,180.4,3e-06
2019-10-07,14672557297,181.04,3e-06
2019-10-08,14792097829,193.43,3e-06
2019-10-09,16947877071,191.96,3e-06
2019-10-10,15841678706,180.88,3e-06
2019-10-11,15370015405,180.06,3e-06
2019-10-12,14536181143,181.52,3e-06
2019-10-13,15214219663,187.1,3e-06
2019-10-14,15219524599,180.72,3e-06
2019-10-15,15110469830,174.95,3e-06
2019-10-16,14449734443,177.41,3e-06
2019-10-17,14111516782,173.4,2e-06
2019-10-18,14295776270,172.31,2e-06
2019-10-19,14181262788,175.83,2e-06
2019-10-20,15579342674,174.33,3e-06
2019-10-21,15275793403,171.38,3e-06
2019-10-22,16354366795,162.53,3e-06
2019-10-23,18828418999,161.02,3e-06
2019-10-24,15247927380,181.66,3e-06
2019-10-25,16022315848,179.9,3e-06
2019-10-26,16003775608,184.23,3e-06
2019-10-27,14662908845,182.14,3e-06
2019-10-28,16063415762,191.02,3e-06
2019-10-29,16275212916,183.31,3e-06
2019-10-30,16158350778,182.51,3e-06
2019-10-31,15988367551,183.45,3e-06
2019-11-01,15357755865,183.26,3e-06
2019-11-02,14245599208,182.03,3e-06
2019-11-03,14596844718,186.26,3e-06
2019-11-04,15086847398,188.99,3e-06
2019-11-05,14471734891,191.25,3e-06
2019-11-06,13890291945,186.47,3e-06
2019-11-07,17205356282,183.6,3e-06
2019-11-08,14143518466,185.18,3e-06
2019-11-09,14334783126,189.33,3e-06
2019-11-10,13888122126,184.74,3e-06
2019-11-11,14764625146,187.06,3e-06
2019-11-12,14527702801,188.02,3e-06
2019-11-13,14942230244,184.73,3e-06
2019-11-14,15987898238,179.96,3e-06
2019-11-15,14426485520,182.64,3e-06
2019-11-16,13100698613,184.1,2e-06
2019-11-17,13599253833,178.14,2e-06
2019-11-18,21613413943,175.93,4e-06
2019-11-19,14275368805,174.66,2e-06
2019-11-20,15039835571,161.12,2e-06
2019-11-21,17827294565,150.0,3e-06
2019-11-22,23870653045,152.44,4e-06
2019-11-23,13470958455,140.47,2e-06
2019-11-24,13759387353,146.33,2e-06
2019-11-25,20123981060,147.7,3e-06
2019-11-26,16321234587,153.04,2e-06
2019-11-27,14460479877,151.23,2e-06
2019-11-28,14616747830,155.08,2e-06
2019-11-29,13456025432,152.04,2e-06
2019-11-30,13169970955,151.23,2e-06
2019-12-01,16157752499,149.2,2e-06
2019-12-02,15214773817,147.66,2e-06
2019-12-03,13985120429,145.67,2e-06
2019-12-04,13990237704,148.36,2e-06
2019-12-05,13294192486,149.06,2e-06
2019-12-06,13469631277,147.52,2e-06
2019-12-07,12143075170,150.94,2e-06
2019-12-08,9619578683,147.53,1e-06
2019-12-09,11586206259,145.76,2e-06
2019-12-10,12196873088,143.37,2e-06
2019-12-11,13193611413,144.85,2e-06
2019-12-12,12094101016,144.87,2e-06
2019-12-13,12025417709,142.03,2e-06
2019-12-14,11649625168,142.72,2e-06
2019-12-15,12379589133,132.91,2e-06
2019-12-16,13569145225,122.23,2e-06
2019-12-17,15434108069,133.13,2e-06
2019-12-18,16536921861,128.22,2e-06
2019-12-19,12757474902,128.44,2e-06
2019-12-20,12994689673,127.44,2e-06
2019-12-21,11587579022,132.31,2e-06
2019-12-22,11038288256,128.0,1e-06
2019-12-23,12723118611,127.86,2e-06
2019-12-24,11744086945,124.97,1e-06
2019-12-25,11924668484,125.62,1e-06
2019-12-26,11931708420,126.36,2e-06
2019-12-27,12102235247,128.18,2e-06
2019-12-28,11826353778,134.67,2e-06
2019-12-29,11250754288,131.45,1e-06
2019-12-30,11988751334,129.02,2e-06
2019-12-31,14031976089,130.57,2e-06
2020-01-01,11664054350,127.05,1e-06
2020-01-02,10566318855,134.24,1e-06
2020-01-03,11494907509,134.2,2e-06
2020-01-04,9665112896,135.5,1e-06
